facies_type,element_general_type,period,era,climate,sys_gs_category,stacked_thickness
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.07
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.4
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.03
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.19
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.91
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.03
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,1.29
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.12
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.03
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.12
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.04
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.14
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.29
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.13
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.24
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.54
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.44
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.19
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.01
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.07
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.09
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.24
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.06
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.01
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.01
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.03
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.03
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.18
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.12
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.05
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.05
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.04
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.07
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.01
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.03
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.04
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.07
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.01
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.01
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.01
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.01
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.04
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.01
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.05
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.01
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.03
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.03
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.01
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.03
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.04
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.08
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.41
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.14
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.05
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.13
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.06
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.03
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.03
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.05
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.14
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.23
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.1
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.01
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.15
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.13
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.14
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.1
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.1
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.22
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.48
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.4
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.13
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.77
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.34
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.77
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.08
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.06
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.05
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.18
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.07
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.24
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.15
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.07
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.05
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.11
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.08
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.11
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.04
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.15
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.09
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.06
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.19
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.08
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.15
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.07
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.01
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.19
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.01
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.03
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.1
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.07
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.03
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.18
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.18
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.05
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.2
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.2
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.04
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.19
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.01
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.15
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.07
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.57
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.29
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.18
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.1
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.19
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.26
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.18
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.24
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.34
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.46
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.3
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.38
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.01
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.77
M,levee,Quaternary,Cenozoic,icehouse,sandy system,0.07
M,levee,Quaternary,Cenozoic,icehouse,sandy system,0.07
M,levee,Quaternary,Cenozoic,icehouse,sandy system,0.09
M,channel,Quaternary,Cenozoic,icehouse,sandy system,0.03
M,channel,Quaternary,Cenozoic,icehouse,sandy system,0.19
M,channel,Quaternary,Cenozoic,icehouse,sandy system,0.02
M,channel,Quaternary,Cenozoic,icehouse,sandy system,0.13
M,channel,Quaternary,Cenozoic,icehouse,sandy system,0.07
M,channel,Quaternary,Cenozoic,icehouse,sandy system,0.03
M,channel,Quaternary,Cenozoic,icehouse,sandy system,0.01
M,channel,Quaternary,Cenozoic,icehouse,sandy system,0.01
M,channel,Quaternary,Cenozoic,icehouse,sandy system,0.01
M,channel,Quaternary,Cenozoic,icehouse,sandy system,0.04
M,channel,Quaternary,Cenozoic,icehouse,sandy system,0.005
M,channel,Quaternary,Cenozoic,icehouse,sandy system,0.005
M,channel,Quaternary,Cenozoic,icehouse,sandy system,0.015
M,terminal deposit,Quaternary,Cenozoic,icehouse,sandy system,0.03
M,channel,Permian,Paleozoic,icehouse,sandy system,0.53
M,channel,Permian,Paleozoic,icehouse,sandy system,0.07
M,channel,Permian,Paleozoic,icehouse,sandy system,0.08
M,channel,Permian,Paleozoic,icehouse,sandy system,0.1
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.038
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.03
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.426
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.596
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.029
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.023
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.026
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.009
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.028
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.02
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.026
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.016
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.059
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.009
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.036
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.083
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.047
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.019
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.032
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.015
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.005
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.006
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.012
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.005
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.035
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.111
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.009
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.007
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.005
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.007
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.013
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.006
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.016
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.007
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.02
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.044
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.011
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.012
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.013
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.009
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.019
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.013
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.011
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.013
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.01
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.012
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.012
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.011
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.007
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.071
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.121
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.028
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.006
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.006
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.021
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.035
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.105
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.048
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.029
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.046
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.029
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.029
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.016
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.016
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.009
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.052
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.006
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.019
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.014
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.017
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.03
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.013
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.01
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.031
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.017
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.054
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.039
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.037
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.02
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.082
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.023
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.017
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.013
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.012
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.009
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.014
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.111
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.077
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.055
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.067
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.031
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.016
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.032
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.173
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.436
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.049
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.013
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.034
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.025
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.056
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.06
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.083
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.011
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.006
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.029
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.011
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.037
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.042
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.009
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.01
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.087
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.08
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.067
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.124
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.007
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.023
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.016
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.015
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.011
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.015
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.016
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.012
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.074
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.308
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.056
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.041
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.075
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.009
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.009
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.08
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.019
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.013
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.308
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.171
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.038
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.008
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.022
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.028
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.016
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.016
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.077
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.095
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.074
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.005
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.008
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.01
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.006
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.006
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.011
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.006
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.005
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.032
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.092
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.01
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.079
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.073
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.028
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.011
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.045
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.048
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.02
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.109
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.115
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.032
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.016
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.215
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.019
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.006
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.019
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.003
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.038
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.026
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.031
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.009
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.019
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.031
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.019
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.019
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.016
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.057
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.034
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.045
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.004
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.035
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.003
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.006
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.01
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.01
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.009
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.02
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.064
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.034
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.005
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.015
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.015
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.017
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.013
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.008
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.012
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.013
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.008
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.227
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.01
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.003
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.006
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.006
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.084
M,levee,Cretaceous,Mesozoic,greenhouse,gravelly-sand system,0.25
