artificial_bed_id,code,bed_thickness,log_ID,element_ID,subset_ID,case_study_ID,system_ID,element_general_type,cs_age_from,cs_age_to,sys_age_from,sys_age_to,sand_fraction,sys_gs_category,age,epoch,period,era,start_ma,end_ma,climate
3047,S-N-m,0.04,1021,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3048,S-N-m,0.037,1021,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3049,S-N-m,0.016,1021,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3050,S-N-m,0.017,1021,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3051,S-N-m,0.034,1021,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3052,S-N-m,0.017,1021,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3089,S-N-m,0.158,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3090,S-N-l,0.097,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3091,S-N-m,0.034,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3092,S-N-m,0.022,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3093,S-N-l,0.127,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3094,S-N-m,0.147,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3095,S-N-m,0.012,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3096,S-N-l,0.037,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3097,S-N-m,0.057,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3098,S-N-l,0.147,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3099,S-N-m,0.065,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3100,S-N-x,0.143,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3101,S-N-m,0.086,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3102,S-N-m,0.01,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3103,S-N-m,0.01,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3104,S-N-x,0.134,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3105,S-N-m,0.024,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3106,S-N-m,0.01,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3107,S-N-m,0.013,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3108,S-N-l,0.177,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3109,S-N-m,0.122,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3110,S-N-m,0.011,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3111,S-N-m,0.04,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3112,S-N-m,0.01,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3113,S-N-m,0.033,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3114,S-N-l,0.03,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3115,S-N-m,0.1,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3116,S-N-l,0.246,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3117,S-N-m,0.064,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3118,S-N-x,0.081,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3120,S-N-m,0.025,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3121,S-F-x,0.334,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3122,S-N-m,0.088,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3123,S-N-m,0.01,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3124,S-N-m,0.017,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3125,S-N-m,0.011,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3126,S-N-m,0.016,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3127,S-N-x,0.413,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3128,S-N-m,0.146,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3129,S-N-m,0.013,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3130,S-N-m,0.011,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3131,S-N-m,0.013,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3132,S-N-l,0.066,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3133,S-N-m,0.031,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3134,S-N-m,0.009,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3135,S-N-m,0.01,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3136,S-N-m,0.011,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3137,S-N-l,0.026,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3138,S-F-x,0.253,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3139,S-N-m,0.033,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3140,S-N-m,0.013,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3141,S-N-m,0.013,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3142,S-N-m,0.013,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3143,S-N-x,0.392,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3144,S-N-m,0.069,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3145,S-N-l,0.096,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3146,S-N-x,0.223,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3147,S-N-m,0.037,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3148,S-N-m,0.01,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3149,S-N-m,0.016,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3150,S-N-m,0.01,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3151,S-N-x,0.385,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3152,S-N-m,0.022,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3153,S-N-m,0.011,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3154,S-N-m,0.01,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3155,S-N-m,0.009,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3156,S-N-m,0.016,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3157,S-N-m,0.009,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3158,S-N-x,0.168,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3159,S-N-m,0.025,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3160,S-F-x,0.122,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3161,S-N-m,0.011,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3162,S-N-m,0.013,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3163,S-N-m,0.021,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3164,S-N-m,0.016,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3165,S-N-m,0.02,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3166,S-F-x,0.286,1023,20079,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3167,S-F-x,0.131,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3168,S-N-l,0.024,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3169,S-N-m,0.012,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3171,S-N-l,0.111,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3172,S-N-m,0.03,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3173,S-N-l,0.094,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3174,S-N-l,0.153,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3175,S-N-x,0.059,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3176,S-N-l,0.084,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3177,S-N-l,0.064,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3178,S-N-m,0.01,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3179,S-N-x,0.08,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3180,S-N-l,0.113,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3181,S-N-l,0.086,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3182,S-N-m,0.028,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3183,S-N-l,0.147,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3184,S-N-l,0.035,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3185,S-N-l,0.147,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3186,S-N-l,0.094,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3187,S-N-l,0.137,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3188,S-N-l,0.091,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3189,S-N-l,0.051,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3190,S-N-l,0.113,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3191,S-N-m,0.009,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3192,S-N-l,0.087,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3193,S-N-l,0.021,1024,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3194,S-N-m,0.005,1025,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3195,S-N-m,0.006,1025,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3196,S-N-m,0.006,1025,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3197,S-N-m,0.014,1025,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3198,S-N-m,0.007,1025,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3199,S-N-m,0.026,1025,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3200,S-N-m,0.017,1025,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3201,S-N-m,0.005,1025,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3202,S-N-m,0.007,1025,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3203,S-N-m,0.012,1025,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3204,S-N-m,0.014,1025,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3205,S-N-m,0.014,1025,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3206,S-N-m,0.016,1025,10036,102,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3207,S-N-m,0.037,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3208,S-N-m,0.102,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3209,S-N-m,0.018,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3210,S-N-m,0.028,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3211,S-N-m,0.026,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3212,S-N-l,0.03,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3213,S-N-m,0.031,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3214,S-N-x,0.11,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3215,S-N-m,0.067,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3216,S-N-m,0.038,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3217,S-N-m,0.05,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3218,S-N-m,0.024,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3219,S-N-m,0.025,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3220,S-N-m,0.025,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3221,S-N-m,0.041,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3222,S-N-m,0.023,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3223,S-N-m,0.022,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3224,S-N-m,0.023,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3225,S-N-m,0.027,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3226,S-N-m,0.076,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3227,S-N-m,0.025,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3228,S-N-m,0.025,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3229,S-N-m,0.025,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
3230,S-N-l,0.051,1026,20002,103,102,100,levee,24,23,24,23,0.5209574,gravelly-sand system,Maastrichtian,Upper Cretaceous,Cretaceous,Mesozoic,72.1,66,greenhouse
